id,user,uid,version,changeset,timestamp
5669198,dchiles,153669,11,8652174,2011-07-06T20:39:34Z
5669813,Eliyak,439046,4,18407885,2013-10-17T18:16:06Z
5670193,Sunfishtommy,2302638,6,46799901,2017-03-13T02:06:10Z
5670603,CartoRD,2958525,13,43455048,2016-11-07T01:07:55Z
5670888,Sunfishtommy,2302638,12,46727491,2017-03-10T03:27:32Z
5671259,nyuriks,339581,9,43721431,2016-11-17T08:33:36Z
5671579,Komяpa,29320,5,49585007,2017-06-16T09:10:58Z
5672006,thetornado76,1624486,10,42164037,2016-09-15T05:00:20Z
5672478,ALE!,40023,12,35462929,2015-11-20T14:51:35Z
5673020,simone,137,2,1714709,2009-07-03T01:01:13Z
5673523,Sunfishtommy,2302638,12,46800704,2017-03-13T03:15:37Z
5674244,andrewpmk,1679,5,16610246,2013-06-18T21:51:15Z
5675135,KristenK,1494110,8,21846308,2014-04-21T19:15:47Z
5675963,TheBestIdea,298513,13,44521422,2016-12-19T17:48:24Z
5676490,chdr,165869,2,3940068,2010-02-22T00:20:42Z
5676906,ingalls,305985,5,13481306,2012-10-13T16:41:55Z
5677237,MxxCon,384667,6,16844502,2013-07-06T05:57:14Z
5677529,TheBestIdea,298513,17,43404973,2016-11-04T16:46:13Z
5677820,AlaskaDave,473104,3,30979340,2015-05-11T00:56:14Z
5678154,chdr,165869,2,3940068,2010-02-22T00:14:07Z
5678382,watame,1380816,3,16322733,2013-05-28T11:53:15Z
5678643,chdr,165869,2,3920441,2010-02-20T04:27:26Z
5678981,харитачи,2407516,3,49004025,2017-05-26T14:59:11Z
5679354,srividya_c,2115749,6,32752301,2015-07-20T11:59:49Z
5679605,ingalls,305985,3,18781685,2013-11-08T13:05:02Z
5679844,infinitesunrise,4434293,10,41920614,2016-09-05T04:39:53Z
5680135,Xoan Manuel,840447,4,16204397,2013-05-20T08:38:16Z
5680420,chdr,165869,3,3439257,2009-12-24T00:49:21Z
5680674,MxxCon,384667,3,16381565,2013-06-01T18:41:50Z
5680890,chdr,165869,4,3948519,2010-02-22T23:40:59Z
5681055,Xoan Manuel,840447,3,16149291,2013-05-16T08:24:48Z
5681277,ediyes,1240849,6,24758226,2014-08-15T02:35:33Z
5681580,KristenK,1494110,9,21753743,2014-04-17T17:44:41Z
5681849,lxbarth,589596,6,20783420,2014-02-26T03:10:14Z
5682072,ediyes,1240849,3,22449152,2014-05-20T15:57:05Z
5695626,Korzun,1424765,9,28362859,2015-01-24T00:24:18Z
5695994,thetornado76,1624486,8,38944852,2016-04-28T08:30:40Z
5696309,chdr,165869,4,7206904,2011-02-06T17:49:18Z
5696550,chdr,165869,2,6980958,2011-01-15T19:20:30Z
5696748,chdr,165869,2,6963586,2011-01-14T01:35:05Z
5697045,NateOMatic,567237,5,13421087,2012-10-09T03:15:31Z
5697236,Dami_Tn,2012449,3,21698908,2014-04-14T22:37:05Z
5697415,chdr,165869,4,7206904,2011-02-06T17:50:04Z
5697599,Dami_Tn,2012449,3,21636780,2014-04-11T22:55:36Z
5697753,bot-mode,451693,2,15783691,2013-04-19T11:22:46Z
5697965,bot-mode,451693,3,15783691,2013-04-19T11:22:48Z
5698124,ediyes,1240849,10,22025330,2014-04-29T15:36:03Z
5698313,TheDutchMan13,1330847,4,21639273,2014-04-12T04:50:04Z
5698481,chdr,165869,2,6050702,2010-10-15T17:00:44Z
5698650,chdr,165869,2,8219326,2011-05-22T18:20:03Z
5698817,Dami_Tn,2012449,3,21740584,2014-04-17T00:20:25Z
5699001,chdr,165869,3,6996055,2011-01-17T04:36:05Z
5699152,chdr,165869,2,8154212,2011-05-15T17:03:24Z
5699308,Nicolas Love,2359041,4,32463094,2015-07-07T04:57:49Z
5699503,Dami_Tn,2012449,3,21756285,2014-04-17T19:43:46Z
5699675,ediyes,1240849,4,22619109,2014-05-29T13:59:12Z
5699837,Dami_Tn,2012449,4,21759813,2014-04-17T23:02:32Z
5699980,MCM7,2421207,23,35683841,2015-12-01T12:48:33Z
5700382,RussNelson,3962,9,2508576,2009-09-17T06:12:31Z
5700775,Dami_Tn,2012449,8,24070026,2014-07-10T19:23:35Z
5701107,chdr,165869,2,4111103,2010-03-13T01:21:58Z
5701254,chdr,165869,3,4180921,2010-03-20T15:34:15Z
5701378,TheBestIdea,298513,8,44573437,2016-12-21T20:00:02Z
5701562,bot-mode,451693,2,15783691,2013-04-19T11:23:21Z
5701721,wegavision,564585,9,37311708,2016-02-19T16:13:32Z
5701895,chdr,165869,4,4111103,2010-03-13T01:26:35Z
5702063,SP!KE,521684,4,21616040,2014-04-10T21:34:09Z
5702302,cquest,158826,4,31750887,2015-06-05T16:54:31Z
5702492,pdunn,32360,3,7943353,2011-04-23T13:08:54Z
5702694,chdr,165869,2,6953682,2011-01-13T02:33:29Z
5702877,chdr,165869,2,6947890,2011-01-12T14:51:03Z
5703073,NE2,207745,2,3420293,2009-12-21T14:13:32Z
5703279,Tiberia99,1976566,3,21089762,2014-03-13T21:17:14Z
5703456,chdr,165869,2,4111103,2010-03-13T01:05:47Z
5703648,claysmalley,119881,4,44612077,2016-12-23T05:47:19Z
5703805,chdr,165869,2,6756290,2010-12-24T17:33:51Z
5703968,chdr,165869,2,6953682,2011-01-13T02:34:09Z
5704103,bot-mode,451693,3,15783691,2013-04-19T11:23:46Z
5704270,chdr,165869,2,6947890,2011-01-12T14:50:05Z
5704421,KristenK,1494110,3,21875309,2014-04-22T23:35:50Z
5704567,chdr,165869,2,6491477,2010-11-30T03:34:33Z
5704722,chdr,165869,2,3940459,2010-02-22T02:16:04Z
5704881,chdr,165869,2,6436678,2010-11-23T03:43:24Z
5705081,bot-mode,451693,4,15783691,2013-04-19T11:23:55Z
5705276,Xoan Manuel,840447,5,26163879,2014-10-18T05:25:32Z
5705438,chdr,165869,2,6462521,2010-11-26T14:41:19Z
5705601,Nicolas Love,2359041,3,28119445,2015-01-13T19:14:59Z
5705769,ingalls_nycbuildings,1812841,3,19062780,2013-11-22T21:20:45Z
5705920,ediyes,1240849,18,22644472,2014-05-30T19:17:17Z
5706096,monkeyrobot,646734,3,16464392,2013-06-08T03:20:06Z
5706243,birddr3am,3779056,7,38461582,2016-04-10T21:44:46Z
5706405,Nicolas Love,2359041,5,30610232,2015-04-29T08:22:48Z
5706575,chdr,165869,2,6491477,2010-11-30T03:34:31Z
5706720,KristenK,1494110,6,21869349,2014-04-22T18:45:44Z
5706886,TheBestIdea,298513,6,45519508,2017-01-26T16:42:17Z
5707064,KristenK,1494110,3,21876030,2014-04-23T00:37:48Z
5707229,chdr,165869,2,6457053,2010-11-25T19:52:51Z
5707401,42429,42429,3,6898924,2011-01-07T23:38:42Z
5707550,Jothirnadh,2015224,5,46106594,2017-02-15T13:15:27Z
5707752,chdr,165869,2,6756290,2010-12-24T17:35:50Z
5707934,chdr,165869,2,6436678,2010-11-23T03:43:03Z
5708087,Dami_Tn,2012449,3,21918923,2014-04-24T22:22:47Z
5708250,TheBestIdea,298513,6,43735897,2016-11-17T17:00:16Z
5708389,ediyes,1240849,4,22586167,2014-05-27T17:49:32Z
5708585,chdr,165869,3,4111103,2010-03-13T01:26:57Z
5708765,chdr,165869,2,4578491,2010-05-01T19:35:27Z
5708937,chdr,165869,2,4995059,2010-06-15T20:33:44Z
5709100,ediyes,1240849,3,22510433,2014-05-23T18:23:36Z
5709248,42429,42429,3,6898924,2011-01-07T23:39:08Z
5709410,chdr,165869,2,4447367,2010-04-17T12:53:14Z
5709541,Nicolas Love,2359041,4,27288783,2014-12-06T12:27:04Z
5709723,KristenK,1494110,4,21721119,2014-04-16T02:03:06Z
5709911,ediyes,1240849,3,22605910,2014-05-28T18:35:35Z
5710051,lxbarth,589596,4,20903434,2014-03-04T05:48:04Z
5710202,chdr,165869,2,6428205,2010-11-21T23:42:58Z
5710333,mvexel,8909,4,23124501,2014-06-24T14:47:23Z
5710489,chdr,165869,3,6416169,2010-11-20T17:19:40Z
5710677,daniel_solow,1954307,11,49445613,2017-06-11T15:52:14Z
5710939,thetornado76,1624486,6,42261896,2016-09-19T06:11:10Z
5711118,bot-mode,451693,2,15783691,2013-04-19T11:25:06Z
5711274,bot-mode,451693,3,15783691,2013-04-19T11:25:12Z
5711457,bot-mode,451693,3,15783691,2013-04-19T11:25:23Z
5711623,SP!KE,521684,3,21876245,2014-04-23T01:02:56Z
5711770,RussNelson,3962,4,10212915,2011-12-27T05:45:07Z
5711927,Pakost,70169,4,43353291,2016-11-02T14:31:40Z
5712084,bot-mode,451693,2,15783691,2013-04-19T11:25:55Z
5712270,bot-mode,451693,2,15783691,2013-04-19T11:26:07Z
5712435,bot-mode,451693,4,15783691,2013-04-19T11:26:14Z
5712664,chdr,165869,2,10332668,2012-01-08T15:25:07Z
5712847,Kyzersawsay,4695614,3,42741262,2016-10-08T19:50:30Z
5712998,bot-mode,451693,2,14794505,2013-01-26T16:28:58Z
5713141,chdr,165869,2,10328190,2012-01-08T06:00:38Z
5713320,bot-mode,451693,3,14794505,2013-01-26T16:29:10Z
5713492,chdr,165869,2,10328190,2012-01-08T06:00:47Z
5713641,ingalls,305985,3,19345915,2013-12-08T18:50:32Z
5713806,chdr,165869,2,10237029,2011-12-29T16:49:42Z
5713980,bot-mode,451693,3,14794505,2013-01-26T16:29:31Z
5714136,ediyes,1240849,4,22702584,2014-06-02T20:42:44Z
5714272,ingalls,305985,4,19359482,2013-12-09T14:04:07Z
5714398,bot-mode,451693,3,14420360,2012-12-27T01:27:39Z
5714558,chdr,165869,2,10328190,2012-01-08T05:42:01Z
5714780,bot-mode,451693,2,14398016,2012-12-25T05:40:10Z
5714988,SP!KE,521684,3,21769570,2014-04-18T14:32:04Z
5715267,bot-mode,451693,2,14794505,2013-01-26T16:30:16Z
5715512,bot-mode,451693,2,14794505,2013-01-26T16:30:27Z
5715680,ingalls,305985,3,19345915,2013-12-08T18:50:31Z
5715877,bot-mode,451693,2,14794505,2013-01-26T16:30:51Z
5716057,ingalls,305985,3,19359482,2013-12-09T14:04:08Z
5716238,SP!KE,521684,3,21772000,2014-04-18T16:29:18Z
5716432,bot-mode,451693,2,14794505,2013-01-26T16:31:36Z
5716619,bot-mode,451693,2,14420360,2012-12-27T01:28:08Z
5716842,bot-mode,451693,3,14420360,2012-12-27T01:28:11Z
5717034,bot-mode,451693,2,14794505,2013-01-26T16:32:20Z
5717209,chdr,165869,2,8732371,2011-07-15T15:41:35Z
5717388,ridixcr,2508151,7,39545468,2016-05-24T21:42:32Z
5717571,chdr,165869,3,10332668,2012-01-08T15:26:12Z
5783694,Korzun,1424765,4,25319102,2014-09-09T01:44:36Z
5789773,dbaron,481533,3,31410613,2015-05-24T02:26:06Z
8095436,gabis_telenav,2929338,11,34036139,2015-09-15T09:08:41Z
8689445,JGregory,279045,5,10285383,2012-01-03T20:41:35Z
9702620,dpawlyk,1719931,21,42063718,2016-09-10T17:54:43Z
10164164,thetornado76,1624486,4,38941360,2016-04-28T05:12:29Z
10166044,dufekin,30521,3,16772204,2013-07-01T01:55:11Z
10166644,bot-mode,451693,2,14795100,2013-01-26T17:21:59Z
10167359,ediyes,1240849,3,26736188,2014-11-12T14:34:22Z
10168198,bot-mode,451693,2,14795100,2013-01-26T17:24:53Z
10168967,bot-mode,451693,2,14795100,2013-01-26T17:26:25Z
10169791,bot-mode,451693,2,14795100,2013-01-26T17:28:02Z
10170441,maxerickson,360392,4,25995824,2014-10-11T03:29:55Z
10171128,redsteakraw,139856,8,37400710,2016-02-23T22:33:27Z
10171763,J_Hutch,629567,4,42130678,2016-09-13T16:52:07Z
10172628,Pepper,323757,4,28949235,2015-02-19T04:46:54Z
10173383,dufekin,30521,3,17199820,2013-08-03T05:49:56Z
10174199,Michael Sila,2287150,5,32206154,2015-06-25T14:08:45Z
10175255,bot-mode,451693,2,14795100,2013-01-26T17:37:53Z
10175978,bot-mode,451693,3,14795100,2013-01-26T17:39:13Z
10176826,bot-mode,451693,2,14795100,2013-01-26T17:40:30Z
10177861,bot-mode,451693,2,14795100,2013-01-26T17:41:42Z
10178885,maxerickson,360392,3,26056447,2014-10-13T19:02:31Z
10179964,redsteakraw,139856,5,37400710,2016-02-23T22:33:24Z
10180679,bot-mode,451693,2,14801984,2013-01-27T02:09:22Z
10181258,bot-mode,451693,2,14801984,2013-01-27T02:10:17Z
10181946,dufekin,30521,3,16760932,2013-06-30T07:26:31Z
10182705,bot-mode,451693,7,14801984,2013-01-27T02:12:44Z
10183467,bot-mode,451693,2,14801984,2013-01-27T02:14:07Z
10184097,dufekin,30521,4,16840347,2013-07-05T22:38:30Z
10184823,ediyes,1240849,4,26736689,2014-11-12T14:59:39Z
10185608,maxerickson,360392,4,25953017,2014-10-09T04:05:50Z
10186429,ediyes,1240849,5,26737850,2014-11-12T16:00:01Z
10186977,bot-mode,451693,3,14801984,2013-01-27T02:21:13Z
10819037,thetornado76,1624486,35,42977271,2016-10-18T07:54:40Z
11562417,DaveHansenTiger,7168,1,441049,2007-11-08T23:47:17Z
11562832,RussNelson,3962,4,20998164,2014-03-09T01:31:43Z
11563242,DaveHansenTiger,7168,1,443661,2007-11-08T23:54:33Z
11563582,DaveHansenTiger,7168,1,443661,2007-11-08T23:56:48Z
11563895,dpawlyk,1719931,3,47054123,2017-03-21T23:47:07Z
11564151,bot-mode,451693,2,14802224,2013-01-27T03:31:39Z
11564533,bot-mode,451693,2,14802224,2013-01-27T03:31:51Z
11564821,bot-mode,451693,2,14802224,2013-01-27T03:32:06Z
11565069,DaveHansenTiger,7168,1,443661,2007-11-09T00:15:39Z
11565392,RussNelson,3962,7,20998164,2014-03-09T01:31:31Z
11565659,bot-mode,451693,2,14802224,2013-01-27T03:32:48Z
11565887,dpawlyk,1719931,6,42065281,2016-09-10T19:11:07Z
11566185,maxerickson,360392,4,47385394,2017-04-02T15:44:23Z
11566472,Omnific,1408522,6,29708446,2015-03-24T17:25:41Z
11566682,bot-mode,451693,2,14802224,2013-01-27T03:33:47Z
11566930,bot-mode,451693,2,14802224,2013-01-27T03:34:12Z
11567226,bot-mode,451693,2,14802224,2013-01-27T03:34:26Z
11567441,Luis36995,1829683,6,46248793,2017-02-20T16:30:08Z
11567666,bot-mode,451693,3,14802224,2013-01-27T03:35:08Z
11567879,bhousel,584325,8,49412421,2017-06-10T04:21:53Z
11568063,andrewpmk,1679,3,26136096,2014-10-17T02:37:31Z
11568312,bot-mode,451693,2,14802224,2013-01-27T03:36:24Z
11568548,bot-mode,451693,2,14802224,2013-01-27T03:36:51Z
11568815,dpawlyk,1719931,3,45956721,2017-02-09T20:54:01Z
11569033,bot-mode,451693,2,14802224,2013-01-27T03:37:55Z
11569250,bot-mode,451693,3,14802224,2013-01-27T03:38:19Z
11569473,bot-mode,451693,2,14802224,2013-01-27T03:38:45Z
11569683,bot-mode,451693,2,14802224,2013-01-27T03:39:11Z
11569905,chdr,165869,2,7136970,2011-01-30T17:36:29Z
11570121,bot-mode,451693,2,14802224,2013-01-27T03:40:15Z
11570319,bot-mode,451693,2,14802224,2013-01-27T03:40:44Z
11570553,andrewpmk,1679,5,26120972,2014-10-16T15:07:38Z
11570797,chdr,165869,2,3103072,2009-11-13T01:06:44Z
11571106,bhousel,584325,3,49412421,2017-06-10T04:21:53Z
11571350,bot-mode,451693,3,14802224,2013-01-27T03:42:42Z
11571551,chdr,165869,2,6932841,2011-01-11T00:40:22Z
11571771,bot-mode,451693,3,14802224,2013-01-27T03:43:31Z
11572057,bot-mode,451693,2,14373897,2012-12-23T05:48:15Z
11572300,chdr,165869,3,6034942,2010-10-13T23:45:52Z
11572552,chdr,165869,2,5945937,2010-10-03T16:50:24Z
11572795,bot-mode,451693,2,14802365,2013-01-27T03:45:41Z
11573041,bot-mode,451693,2,14802365,2013-01-27T03:46:06Z
11573356,granpueblo,4337895,17,47788442,2017-04-14T17:35:00Z
11573634,bot-mode,451693,2,14802365,2013-01-27T03:47:03Z
11573848,chdr,165869,2,3494560,2009-12-30T23:18:53Z
11574038,bhousel,584325,4,49412421,2017-06-10T04:21:54Z
11574287,bot-mode,451693,2,14802365,2013-01-27T03:48:24Z
11574523,andrewpmk,1679,3,26136096,2014-10-17T02:37:07Z
11574754,bot-mode,451693,2,14802365,2013-01-27T03:49:23Z
11574970,Derick Rethans,37137,4,34612307,2015-10-13T14:00:00Z
11575217,bot-mode,451693,2,14802365,2013-01-27T03:50:12Z
11575462,bot-mode,451693,2,14802365,2013-01-27T03:50:39Z
11575698,bot-mode,451693,2,14802365,2013-01-27T03:51:04Z
11575912,bot-mode,451693,2,14802365,2013-01-27T03:51:34Z
11576148,bot-mode,451693,2,14802365,2013-01-27T03:52:02Z
11576353,bot-mode,451693,2,14802365,2013-01-27T03:52:37Z
11576575,bot-mode,451693,2,14802365,2013-01-27T03:53:02Z
11576866,3yoda,632378,2,20619938,2014-02-17T17:33:22Z
11577103,bot-mode,451693,2,14802365,2013-01-27T03:53:58Z
11577362,bot-mode,451693,2,14802365,2013-01-27T03:54:27Z
11577614,dpawlyk,1719931,4,43143692,2016-10-24T22:53:32Z
11577917,Extramiler,1168086,5,29532593,2015-03-17T04:26:51Z
11578113,Peter14,13832,3,39786771,2016-06-03T19:53:10Z
11578373,DaveHansenTiger,7168,1,444120,2007-11-09T01:55:10Z
11578610,bot-mode,451693,2,14802365,2013-01-27T03:56:52Z
11578851,bot-mode,451693,4,14802365,2013-01-27T03:57:13Z
11579049,bot-mode,451693,2,14802365,2013-01-27T03:57:31Z
11579269,rickmastfan67,252811,3,21830605,2014-04-21T07:21:41Z
11579485,bot-mode,451693,2,14802365,2013-01-27T03:58:16Z
11579735,bot-mode,451693,2,14802365,2013-01-27T03:58:39Z
11580026,KindredCoda,14293,17,26330459,2014-10-25T21:12:20Z
11580191,bot-mode,451693,2,14802365,2013-01-27T03:59:34Z
11580298,bot-mode,451693,2,14802365,2013-01-27T03:59:48Z
11580439,bot-mode,451693,2,14802365,2013-01-27T04:00:09Z
11580586,bot-mode,451693,2,14802365,2013-01-27T04:00:25Z
11580756,bot-mode,451693,2,14802365,2013-01-27T04:00:40Z
11580918,JGregory,279045,4,10287633,2012-01-04T01:56:13Z
11581089,bot-mode,451693,5,14802365,2013-01-27T04:01:10Z
11581264,bot-mode,451693,2,14373897,2012-12-23T05:48:53Z
11581472,bot-mode,451693,2,14802365,2013-01-27T04:01:45Z
11581732,bot-mode,451693,2,14802365,2013-01-27T04:02:03Z
11581909,bot-mode,451693,2,14802365,2013-01-27T04:02:22Z
11582117,bot-mode,451693,2,14802365,2013-01-27T04:02:39Z
11582405,bot-mode,451693,2,14802365,2013-01-27T04:03:03Z
11582578,bot-mode,451693,2,14802365,2013-01-27T04:03:17Z
11582756,bot-mode,451693,2,14386277,2012-12-24T05:49:09Z
11582991,dpawlyk,1719931,3,21560749,2014-04-07T22:36:34Z
11583180,bot-mode,451693,4,14802365,2013-01-27T04:04:00Z
11583384,bot-mode,451693,3,14802365,2013-01-27T04:04:18Z
11583566,bot-mode,451693,2,14802365,2013-01-27T04:04:35Z
11583753,bot-mode,451693,2,14802365,2013-01-27T04:04:48Z
11583942,bot-mode,451693,2,14386277,2012-12-24T05:49:10Z
11584105,bot-mode,451693,2,14802365,2013-01-27T04:05:22Z
11584299,Professor Cameron,5177123,6,46641412,2017-03-07T05:11:22Z
11584507,Zombieroadie,3904932,4,39038672,2016-05-02T13:34:09Z
11584688,bot-mode,451693,2,14373897,2012-12-23T05:49:12Z
11584896,bot-mode,451693,2,14802365,2013-01-27T04:06:42Z
11585137,calfarome,2511706,3,45224393,2017-01-16T19:35:07Z
11585361,bot-mode,451693,3,14802365,2013-01-27T04:07:05Z
11585541,chdr,165869,2,3494560,2009-12-30T23:07:35Z
11585666,KindredCoda,14293,3,26560618,2014-11-04T23:26:13Z
11585812,chdr,165869,2,4217888,2010-03-24T01:45:11Z
11585938,dpawlyk,1719931,3,43133042,2016-10-24T18:26:35Z
11586067,bot-mode,451693,3,14802365,2013-01-27T04:08:23Z
11586196,bot-mode,451693,3,14802365,2013-01-27T04:08:39Z
11586328,bot-mode,451693,2,14373897,2012-12-23T05:49:20Z
11586452,bot-mode,451693,2,14386277,2012-12-24T05:49:14Z
11586586,dpawlyk,1719931,4,46637529,2017-03-07T00:22:49Z
11586713,bot-mode,451693,2,14802365,2013-01-27T04:10:05Z
11586851,bot-mode,451693,2,14802365,2013-01-27T04:10:21Z
11586993,bot-mode,451693,2,14802365,2013-01-27T04:10:39Z
11587133,Seo Han,4319090,3,41305857,2016-08-07T14:46:08Z
11587285,chdr,165869,2,2739983,2009-10-04T18:15:24Z
11587459,bot-mode,451693,4,14802365,2013-01-27T04:11:34Z
11587596,bot-mode,451693,2,14802365,2013-01-27T04:11:56Z
11587751,dpawlyk,1719931,3,46579481,2017-03-04T19:00:52Z
11587887,bot-mode,451693,2,14802365,2013-01-27T04:12:41Z
11588002,KindredCoda,14293,3,26493042,2014-11-01T23:12:21Z
11588138,bot-mode,451693,2,14802365,2013-01-27T04:13:23Z
11588300,bot-mode,451693,3,14802365,2013-01-27T04:14:02Z
11588422,bot-mode,451693,2,14373897,2012-12-23T05:49:34Z
11588564,granpueblo,4337895,7,47461110,2017-04-05T02:49:50Z
11588688,bot-mode,451693,2,14802365,2013-01-27T04:14:54Z
11588812,bot-mode,451693,2,14802365,2013-01-27T04:15:12Z
11588934,granpueblo,4337895,10,47461110,2017-04-05T02:49:51Z
11589062,bot-mode,451693,2,14802365,2013-01-27T04:15:52Z
11589195,granpueblo,4337895,7,47527881,2017-04-07T05:45:16Z
11589338,chdr,165869,2,3494560,2009-12-30T23:04:10Z
11613742,choess,396743,3,16072695,2013-05-10T22:50:37Z
11614071,wambag,326503,5,40102806,2016-06-17T19:44:02Z
11614468,DaveHansenTiger,7168,1,445819,2007-11-09T07:56:50Z
11614881,bhousel,584325,2,22337088,2014-05-14T16:41:09Z
11615311,KindredCoda,14293,10,7069601,2011-01-24T04:11:24Z
11615744,DaveHansenTiger,7168,1,445958,2007-11-09T08:09:04Z
11616037,KindredCoda,14293,8,26042451,2014-10-13T08:27:19Z
11616305,choess,396743,8,16072618,2013-05-10T22:40:30Z
11616463,bot-mode,451693,2,14477813,2012-12-31T14:05:53Z
11616616,bot-mode,451693,2,14397876,2012-12-25T05:13:08Z
11616779,bot-mode,451693,4,14397876,2012-12-25T05:13:14Z
11616947,wambag,326503,3,39634810,2016-05-29T04:20:47Z
11617096,bot-mode,451693,2,14806715,2013-01-27T12:34:41Z
11617258,Luis36995,1829683,5,39078342,2016-05-03T19:47:34Z
11617401,bot-mode,451693,2,14397876,2012-12-25T05:13:41Z
11617547,bot-mode,451693,2,14397876,2012-12-25T05:13:47Z
11617726,bhousel,584325,3,25790798,2014-10-01T14:10:45Z
11617886,bhousel,584325,3,18503135,2013-10-23T13:41:20Z
11618031,bot-mode,451693,2,14397876,2012-12-25T05:14:11Z
11618186,bot-mode,451693,2,14386277,2012-12-24T05:50:10Z
11618327,bot-mode,451693,2,14806715,2013-01-27T12:36:53Z
11618463,bot-mode,451693,3,14806715,2013-01-27T12:37:05Z
11618604,bot-mode,451693,2,14806715,2013-01-27T12:37:14Z
11618735,bot-mode,451693,2,14397876,2012-12-25T05:14:49Z
11618883,bot-mode,451693,2,14397876,2012-12-25T05:14:58Z
11619024,bot-mode,451693,2,14806715,2013-01-27T12:37:51Z
11619195,bhousel,584325,3,22341827,2014-05-14T20:49:03Z
11619350,bot-mode,451693,2,14397876,2012-12-25T05:15:17Z
11619492,mvexel,8909,3,17545902,2013-08-27T22:20:59Z
11619641,bot-mode,451693,3,14806715,2013-01-27T12:38:43Z
11619797,wambag,326503,3,40049589,2016-06-15T23:30:29Z
11619972,granpueblo,4337895,17,47359311,2017-04-01T15:36:32Z
11620142,bot-mode,451693,3,14397876,2012-12-25T05:15:56Z
11620292,bot-mode,451693,2,14806715,2013-01-27T12:39:43Z
11620439,bot-mode,451693,2,14806715,2013-01-27T12:40:00Z
11620578,wambag,326503,8,39964502,2016-06-12T04:56:41Z
11620727,bot-mode,451693,3,14397850,2012-12-25T05:06:06Z
11620868,bot-mode,451693,3,14386277,2012-12-24T05:51:28Z
11620991,bhousel,584325,3,17916172,2013-09-19T03:14:52Z
11621134,bot-mode,451693,2,14806715,2013-01-27T12:41:01Z
11621287,bot-mode,451693,2,14806715,2013-01-27T12:41:11Z
11621450,bhousel,584325,3,22148670,2014-05-05T15:19:39Z
11621592,bot-mode,451693,2,14397850,2012-12-25T05:06:47Z
11621774,bot-mode,451693,2,14397850,2012-12-25T05:06:55Z
11621924,bot-mode,451693,3,14397850,2012-12-25T05:07:02Z
11622054,bhousel,584325,4,18473333,2013-10-21T17:49:26Z
11622208,wambag,326503,6,39674154,2016-05-30T21:19:41Z
11622340,bot-mode,451693,2,14806715,2013-01-27T12:42:21Z
11622486,saikabhi,3029661,8,46105926,2017-02-15T12:52:46Z
11622633,bot-mode,451693,3,14806715,2013-01-27T12:42:41Z
11622772,bot-mode,451693,2,14806715,2013-01-27T12:42:52Z
11622922,bot-mode,451693,2,14806715,2013-01-27T12:43:04Z
11623072,granpueblo,4337895,7,46883164,2017-03-15T22:44:21Z
11623235,bot-mode,451693,2,14397850,2012-12-25T05:08:11Z
11623379,bot-mode,451693,2,14397850,2012-12-25T05:08:22Z
11623552,bot-mode,451693,2,14477813,2012-12-31T14:08:00Z
11623732,jengelb1,460910,3,14421545,2012-12-27T05:49:01Z
11623869,bot-mode,451693,2,14397850,2012-12-25T05:08:44Z
11624040,bhousel,584325,3,23562401,2014-07-02T13:24:17Z
11624242,bhousel,584325,4,22639240,2014-05-30T14:31:17Z
11624447,bot-mode,451693,2,14806715,2013-01-27T12:44:44Z
11624602,bot-mode,451693,2,14806715,2013-01-27T12:44:52Z
11624734,bot-mode,451693,2,14397850,2012-12-25T05:09:29Z
11624888,bot-mode,451693,2,14806715,2013-01-27T12:45:09Z
11625048,bot-mode,451693,2,14806715,2013-01-27T12:45:18Z
11629797,flierfy,445671,6,30449790,2015-04-24T09:41:58Z
11630186,DaveHansenTiger,7168,1,446471,2007-11-09T11:10:16Z
11630514,SP!KE,521684,4,21617089,2014-04-10T22:55:15Z
11630709,Eric Godwin,575547,5,21898092,2014-04-23T23:52:08Z
11630900,chdr,165869,2,6053422,2010-10-16T00:11:08Z
11631115,KristenK,1494110,3,21913026,2014-04-24T17:27:00Z
11631309,bot-mode,451693,2,14386268,2012-12-24T05:45:52Z
11631462,chdr,165869,2,6053422,2010-10-16T00:11:21Z
11631734,choess,396743,4,16147552,2013-05-16T05:08:10Z
11631959,bot-mode,451693,6,14806715,2013-01-27T12:55:10Z
11632183,chdr,165869,2,9446614,2011-10-01T22:13:44Z
11632392,bot-mode,451693,2,14806715,2013-01-27T12:55:43Z
11632606,wambag,326503,3,39388099,2016-05-17T23:28:31Z
11632830,déRahier,843430,4,30488512,2015-04-26T01:22:51Z
11633067,bot-mode,451693,4,14386268,2012-12-24T05:46:12Z
11633260,minewman,2845963,3,43053140,2016-10-21T08:12:37Z
11633416,chdr,165869,2,6086069,2010-10-18T19:39:58Z
11633602,wambag,326503,4,39108319,2016-05-04T23:00:05Z
11633805,minewman,2845963,4,43877098,2016-11-22T18:10:52Z
11634049,choess,396743,4,16040914,2013-05-09T02:30:02Z
11634223,chdr,165869,2,9455541,2011-10-02T21:41:38Z
11648619,JimmyRocks,48176,4,31010644,2015-05-11T15:51:37Z
11649088,42429,42429,2,7028307,2011-01-20T09:28:46Z
11649481,42429,42429,2,7028307,2011-01-20T09:28:44Z
11649897,DaveHansenTiger,7168,1,448120,2007-11-09T15:18:49Z
11650364,emacsen,74937,2,17029945,2013-07-21T01:04:38Z
11650836,choess,396743,13,44200361,2016-12-06T06:22:24Z
